book_id,book_authors,book_desc,book_edition,book_format,book_isbn,book_ pages,book_rating,book_rating_count,book_review_count,book_title,genres,image_url,book_ price
1220,Pierre Choderlos de Laclos|Douglas Parmée,"The complex moral ambiguities of seduction and revenge make Les Liaisons dangereuses (1782) one of the most scandalous and controversial novels in European literature. The subject of major film and stage adaptations, the novel's prime movers, the Vicomte de Valmont and the Marquise de Merteuil, form an unholy alliance and turn seduction into a game - a game which they must win. This new translation gives Laclos a modern voice, and readers will be able a judge whether the novel is as ""diabolical"" and ""infamous"" as its critics have claimed, or whether it has much to tell us about the kind of world we ourselves live in. David Coward's introduction explodes myths about Laclos's own life and puts the book in its literary and cultural context.",Oxford World's Classics,Paperback,9.78E+12,448,4.07,38620,1222,Les Liaisons dangereuses,Classics|Fiction|Cultural|France|European Literature|French Literature,https://images.gr-assets.com/books/1298425654l/49540.jpg,448
1221,Lawrence Hill,"Based on a true story, ""The Book of Negroes"" tells the story of Aminata, a young girl abducted from her village in Mali aged 11 in 1755, and who, after a deathly journey on a slave ship where she witnesses the brutal repression of a slave revolt, is sold to a plantation owner in South Carolina, who rapes her. She is brought to New York, where she escapes her owner, and finds herself helping the British by recording all the freed slaves on the British side in the Revolutionary War in The Book of Negroes (a real historical document that can be found today at the National Archives at Kew).Aminata is sent to Nova Scotia to start a new life, but finds more hostility, oppression and tragedy. Separated from her one true love, and suffering the unimaginable loss of both her children who are taken away from her, she eventually joins a group of freed slaves on a harrowing odyssey back to Africa, and ends up in London as a living icon for Wilberforce and the other Abolitionists. ""The Book of Negroes"" is a pageturning narrative that manages to use Aminata's heart-rending personal story to bring to life a harrowing chapter in our history.",,Paperback,9.78E+12,470,4.45,62300,5682,The Book of Negroes,Historical|Historical Fiction|Fiction|Cultural|Canada|Historical|Cultural|Africa,https://images.gr-assets.com/books/1417983381l/23316548.jpg,470
1222,Yuehai Xiao,"About the book (A teaser) ""Crossing the Seas: A Diary of My Thoughts"" ""We can forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light."" -- Plato ""A dream you dream alone is only a dream. A dream you dream together is reality."" ---John Lennon "" Reason and judgment are the qualities of a leader. "" - Tacitus As long as you are alive, and I am alive, our dreams will remain alive. Even after Dr. Martin Luther King was shot, his dreams are still alive and have been passed to the next generation to pursue freedom, democracy, equality, justice, peace, and prosperity. Thanks to his wake-up call and pains-taking efforts, modern society is much more open-minded and tolerant towards differences. A good leader should be a good reader; A good reader can become a good leader. Reading minds can be as challenging as reading books. This book documents my book reading experience and my reflections upon politics, education, psychology, communication, religion, and philosophy...etc. as well as my mind reading experience. It is a collection of my posts on my blog and on Facebook, where I have been sharing my thoughts and interacting with top political and business leaders, celebrities, and scholars in America, Europe, and Asia, implicitly and explicitly during the past two years (Sept.2010 through Sept.2012). It is possible that my Facebook posts might have inspired lots of creative celebrities who produced stunning songs, movies, and TV shows. Here are some songs: ""Born this way,"" ""The Edge of Glory,"" ""Hair,"" ""You and I,"" ""Government Hooker,"" ""Princess Die,""""Princess High,"" ""So Happy I Could Die,"" ""Bloody Mary,"" ""Highway Unicorn""--- by Lady Gaga ""I Love You This Big"" by Scotty McCreery, American Idol 2011 winner ""Brighter Than the Sun"" by Colbie Caillat ""I Wanna Go"" by Brittney Spears ""Options"" by Gomez ""Firework"" by Katy Perry ""Love You Like a Love Song"" by Selina Gomez ""Year of 4"" by Beyonce ""Princess of China"" by Coldplay ""International Love"" by Pit Bull ""Mr. Know-It-All,"" ""Stronger"" by Kelly Clarkson ""Mr. President "" by Coco Jambo WE CAN BE ANYTHING by Apl.de.ap ""I Am Your Leader"" by Nicki Minaj ""Triumph"" by Mariah Carey ""Give Your Heart A Break,"" ""Sky Scraper"" by Demi Lovato ""My Hair Song"" by Rhett & Link "" There's A Place For Us"" by Carrie Underwood ""One Thing,"" ""Take Me Home"" by One Direction ""Let Go,"" ""Chasing Satellite"" by Tomas Fiss ""Rolling in the Deep"" by Adele ""Your Body"" by Christina Aguilera ""Somebody to Love""""Turn to You"" ""As Long as You Love Me"" ""Believe""""Boyfriend"" ""Dr.Bieber"" by Justin Bieber ...among others. Movies and TV shows: The King's Speech, The Master, Magic Mike, Dr. Who, The Who, The Paper Boy, Killing Them Softly, Captain America, Captain China, Captain Planet, The Dictator, The Hunger Game, The Man with Iron Fists, A Gifted Man, Think Like a Man, Master Class, Big Brother, Under-Covered Boss, Train the Dragon...and so forth. Others: Tedx, SpaceX, MITx, HarvardX, Milk X... It feels good to be approved, appreciated, and accepted by so many intelligent people. I hope to reach out to more people and make more connections, which are vital.",,Paperback,9.78E+12,328,4.44,107,30,Crossing the Seas: A Diary of My Thoughts,Nonfiction|Short Stories,https://images.gr-assets.com/books/1355957043l/16243767.jpg,328
1223,Gabrielle Estres,"“A captivating tale of love, power and betrayal.“ When Katherine, an unworldly, innocent maid, is sold as a slave to the prince of Wallachia, she is terrified of the man who is whispered to be a sorcerer, a monster or even the devil himself.Imprisoned in his castle, Katherine is shocked by the realization that she is drawn to this enigmatic man and despite his terrifying nature, finds she is desperate to get close to him. The prince, intrigued by Katherine's beauty, courage and independent spirit, finds himself in an uncomfortable predicament - falling in love with the women he must kill to save his kingdom.A Wattpad published novel by @gabrielleestres",,ebook,,,4.79,331,16,Captive,Romance|Fantasy|Romance|Paranormal Romance|Romance|Historical Romance|Paranormal|Vampires|Fantasy|Paranormal,https://images.gr-assets.com/books/1511182025l/36629470.jpg,
1224,Ally Condie,The Society chooses everything. The books you read. The music you listen to. The person you love. Yet for Cassia the rules have changed. Ky has been taken and she will sacrifice everything to find him. And when Cassia discovers Ky has escaped to the wild frontiers beyond the Society there is hope.But on the edge of society nothing is as it seems...A rebellion is rising.And a tangled web of lies and double-crosses could destroy everything.,Reprint Edition,Paperback,9.78E+12,367,3.52,192136,14588,Crossed,Young Adult|Science Fiction|Dystopia|Romance,https://images.gr-assets.com/books/1374335939l/15812814.jpg,367
1225,Mary  Stewart,"Fifth century Britain is a country of chaos and division after the Roman withdrawal. This is the world of young Merlin, the illegitimate child of a South Wales princess who will not reveal to her son his father's true identity. Yet Merlin is an extraordinary child, aware at the earliest age that he possesses a great natural gift - the Sight. Against a background of invasion and imprisonment, wars and conquest, Merlin emerges into manhood, and accepts his dramatic role in the New Beginning - the coming of King Arthur.",,Paperback,9.78E+12,494,4.13,38790,1477,The Crystal Cave,Fantasy|Fiction|Historical|Historical Fiction|Mythology|Arthurian|Historical,https://images.gr-assets.com/books/1439344566l/82192.jpg,494
1226,Joe Haldeman,"The Earth's leaders have drawn a line in the interstellar sand—despite the fact that the fierce alien enemy that they would oppose is inscrutable, unconquerable, and very far away. A reluctant conscript drafted into an elite Military unit, Private William Mandella has been propelled through space and time to fight in the distant thousand-year conflict; to perform his duties without rancor and even rise up through military ranks. Pvt. Mandella is willing to do whatever it takes to survive the ordeal and return home. But ""home"" may be even more terrifying than battle, because, thanks to the time dilation caused by space travel, Mandella is aging months while the Earth he left behind is aging centuries.",,Paperback,9.78E+12,278,4.15,115822,4955,The Forever War,Science Fiction|Fiction|War,https://images.gr-assets.com/books/1386852511l/21611.jpg,278
1227,Derek Landy|Tom Percival,"Meet Skulduggery PleasantAce DetectiveSnappy DresserRazor–tongued WitCrackerjack SorcererandWalking, Talking, Fire-throwing Skeleton—as well as ally, protector, and mentor of Stephanie Edgley, a very unusual and darkly talented twelve-year-old.These two alone must defeat an all-consuming ancient evil.The end of the world?Over his dead body.",,Hardcover,9.78E+12,392,4.21,44143,3568,Skulduggery Pleasant,Fantasy|Young Adult|Mystery|Fiction|Adventure|Fantasy|Urban Fantasy,https://images.gr-assets.com/books/1334279051l/284440.jpg,392
1228,Stephen King|Dominique Dill,"À Little Tall, on ne sais toujours pas exactement ce qui s'est passé il y a trente ans, et si l'accident qui, le jour de l'éclipse, a coûté la vie au mari de Dolores Claiborne était vraiment un accident...Aujourd'hui, la vieille dame indigne est à nouveau soupçonnée : la riche et sénile Vera Donovan, dont elle est la gouvernante depuis des décennies, vient d'être découverte morte dans sa demeure.Seul témoin et seule héritière, Dolores fait figure de coupable idéale. Elle n'a désormais plus le choix : elle doit passer aux aveux. Raconter les étranges phobies qui habitaient sa maîtresse, se souvenir de l'horreur qu'elle a vécu il y a trente ans. Dire toute la vérité : une vérité terrifiante.",Terreur,Mass Market Paperback,9.78E+12,324,3.84,108723,2167,Dolores Claiborne,Horror|Fiction|Thriller,https://images.gr-assets.com/books/1394213480l/10625.jpg,324
1229,Sophie Kinsella,"Meet Emma Corrigan, a young woman with a huge heart, an irrepressible spirit, and a few little secrets: Secrets from her boyfriend: I've always thought Connor looks a bit like Ken. As in Barbie and Ken. Secrets from her mother: I lost my virginity in the spare bedroom with Danny Nussbaum while Mum and Dad were downstairs watching Ben-Hur. Secrets she wouldn't share with anyone in the world: I have no idea what NATO stands for. Or even what it is. Until she spills them all to a handsome stranger on a plane. At least, she thought he was a stranger.…Until Emma comes face-to-face with Jack Harper, the company's elusive CEO, a man who knows every single humiliating detail about her...",,Paperback,9.78E+12,374,3.84,328193,10442,Can You Keep a Secret?,Womens Fiction|Chick Lit|Romance|Fiction|Contemporary|Humor,https://images.gr-assets.com/books/1330464293l/33724.jpg,374
1230,Diana   Forbes,"As Penelope Stanton grows into her own in the burgeoning Women's Suffrage Movement, she is pursued by an incorrigible banker who promises to use his access and power to help her advance. But can he be trusted or are his words part of an elaborate mind game played between him and his wife?In this superbly crafted novel, rich with historical detail, Diana Forbes transports the reader to the Gilded Age and creates an unforgettable protagonist in Penelope Stanton. Pursued by a villainous millionaire, torn between the dictates of propriety, the promptings of her own heart, and her allegiance to the fight for women's suffrage, can Penelope forge her own path? This book is impossible to put down and readers will be rooting for Penelope all the way. –Phyllis T. Smith, bestselling author of I Am Livia and The Daughters of Palatine Hill.Mistress Suffragette is a delightful romp through the Gilded Age. Penelope Stanton, a young woman forced to create a new life for herself, is a witty and feisty guide through this most fascinating of eras. A very entertaining read.--Susan Breen, author of the bestselling Maggie Dove mystery series.For lovers of historical fiction, this debut novel by Diana Forbes is a romp through the pleasures and perils of the Gilded Age in late 19th Century New England.--Books Pro",,Kindle Edition,,333,4.21,1032,39,Mistress Suffragette,Young Adult|New Adult|Historical|Historical Fiction|Fiction|Romance|Love Story|Adult|Historical|Romance,https://images.gr-assets.com/books/1489112488l/34521870.jpg,333
1231,John Scalzi,"John Perry did two things on his 75th birthday. First he visited his wife's grave. Then he joined the army.The good news is that humanity finally made it into interstellar space. The bad news is that planets fit to live on are scarce-- and alien races willing to fight us for them are common. So: we fight. To defend Earth, and to stake our own claim to planetary real estate. Far from Earth, the war has been going on for decades: brutal, bloody, unyielding.Earth itself is a backwater. The bulk of humanity's resources are in the hands of the Colonial Defense Force. Everybody knows that when you reach retirement age, you can join the CDF. They don't want young people; they want people who carry the knowledge and skills of decades of living. You'll be taken off Earth and never allowed to return. You'll serve two years at the front. And if you survive, you'll be given a generous homestead stake of your own, on one of our hard-won colony planets.John Perry is taking that deal. He has only the vaguest idea what to expect. Because the actual fight, light-years from home, is far, far harder than he can imagine--and what he will become is far stranger.",,Mass Market Paperback,9.78E+12,351,4.23,127975,8001,Old Man's War,Science Fiction|Fiction|Space|Space Opera,https://images.gr-assets.com/books/1487044882l/51964.jpg,351
1232,Geraldine Brooks,"From the Pulitzer Prize–winning author of March, the journey of a rare illuminated manuscript through centuries of exile and warIn 1996, Hanna Heath, an Australian rare-book expert, is offered the job of a lifetime: analysis and conservation of the famed Sarajevo Haggadah, which has been rescued from Serb shelling during the Bosnian war. Priceless and beautiful, the book is one of the earliest Jewish volumes ever to be illuminated with images. When Hanna, a caustic loner with a passion for her work, discovers a series of tiny artifacts in its ancient binding—an insect wing fragment, wine stains, salt crystals, a white hair—she begins to unlock the book’s mysteries. The reader is ushered into an exquisitely detailed and atmospheric past, tracing the book’s journey from its salvation back to its creation. In Bosnia during World War II, a Muslim risks his life to protect it from the Nazis. In the hedonistic salons of fin-de-siècle Vienna, the book becomes a pawn in the struggle against the city’s rising anti-Semitism. In inquisition-era Venice, a Catholic priest saves it from burning. In Barcelona in 1492, the scribe who wrote the text sees his family destroyed by the agonies of enforced exile. And in Seville in 1480, the reason for the Haggadah’s extraordinary illuminations is finally disclosed. Hanna’s investigation unexpectedly plunges her into the intrigues of fine art forgers and ultra-nationalist fanatics. Her experiences will test her belief in herself and the man she has come to love. Inspired by a true story, People of the Book is at once a novel of sweeping historical grandeur and intimate emotional intensity, an ambitious, electrifying work by an acclaimed and beloved author.",,Hardcover,,372,4.02,111163,10514,People of the Book,Historical|Historical Fiction|Fiction|Historical|Writing|Books About Books|Mystery,https://images.gr-assets.com/books/1442955497l/1379961.jpg,372
1233,J.K. Rowling,"A BIG NOVEL ABOUT A SMALL TOWN ...When Barry Fairbrother dies in his early forties, the town of Pagford is left in shock.Pagford is, seemingly, an English idyll, with a cobbled market square and an ancient abbey, but what lies behind the pretty façade is a town at war.Rich at war with poor, teenagers at war with their parents, wives at war with their husbands, teachers at war with their pupils ... Pagford is not what it first seems.And the empty seat left by Barry on the parish council soon becomes the catalyst for the biggest war the town has yet seen. Who will triumph in an election fraught with passion, duplicity and unexpected revelations?",First Edition (US),Hardcover,9.78E+12,503,3.29,274217,29987,The Casual Vacancy,Fiction|Contemporary|Abandoned|Mystery,https://images.gr-assets.com/books/1509893913l/13497818.jpg,503
1234,Richelle Mead,"When it comes to jobs in hell, being a succubus seems pretty glamorous. A girl can be anything she wants, the wardrobe is killer, and mortal men will do anything just for a touch. Granted, they often pay with their souls, but why get technical?But Seattle succubus Georgina Kincaid's life is far less exotic. At least there's her day job at a local bookstore--free books; all the white chocolate mochas she can drink; and easy access to bestselling, sexy writer, Seth Mortensen, aka He Whom She Would Give Anything to Touch but Can't.But dreaming about Seth will have to wait. Something wicked is at work in Seattle's demon underground. And for once, all of her hot charms and drop-dead one-liners won't help because Georgina's about to discover there are some creatures out there that both heaven and hell want to deny. . .",,Paperback,9.78E+12,343,3.94,49375,2834,Succubus Blues,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance|Paranormal|Vampires|Paranormal|Demons,https://images.gr-assets.com/books/1361624810l/235718.jpg,343
1235,Kirsty Moseley,"Liam James, boy next door and total douchebag, is my brother’s best friend. I can’t stand him. Well, that’s not strictly true, at night I see a side of him that no one else does. Every night Liam becomes my safe haven, my protector, the one to chase the demons of my abusive childhood away and hold all the broken pieces of me together.He’s cocky, he’s arrogant, and he’s also some sort of playboy in training. With his ‘hit it and quit it’ mentality, he’s the last person you’d want to fall in love with. I only wish someone had told my heart that…The international bestselling novel, and finalist of the Goodreads choice awards YA fiction 2012. ",,Kindle Edition,9.78E+12,242,3.93,58785,4588,The Boy Who Sneaks in My Bedroom Window,Romance|Young Adult|Contemporary|New Adult|Sociology|Abuse|Young Adult|High School,https://images.gr-assets.com/books/1398682775l/13628209.jpg,242
1236,Stephanie Perkins,"There is an alternate cover edition for this ISBN13 here.Lola Nolan is a budding costume designer, and for her, the more outrageous, sparkly, and fun the outfit, the better. And everything is pretty perfect in her life (right down to her hot rocker boyfriend) until the Bell twins, Calliope and Cricket, return to the neighborhood. When Cricket, a gifted inventor, steps out from his twin sister's shadow and back into Lola's life, she must finally reconcile a lifetime of feelings for the boy next door.",,Hardcover,9.78E+12,384,3.98,134173,13939,Lola and the Boy Next Door,Young Adult|Romance|Contemporary|Womens Fiction|Chick Lit,https://images.gr-assets.com/books/1358271832l/9961796.jpg,384
1237,Amy Plum,"In the City of Lights, two star-crossed lovers battle a fate that is destined to tear them apart again and again for eternity.When Kate Mercier's parents die in a tragic car accident, she leaves her life--and memories--behind to live with her grandparents in Paris. For Kate, the only way to survive her pain is escaping into the world of books and Parisian art. Until she meets Vincent.Mysterious, charming, and devastatingly handsome, Vincent threatens to melt the ice around Kate's guarded heart with just his smile. As she begins to fall in love with Vincent, Kate discovers that he's a revenant--an undead being whose fate forces him to sacrifice himself over and over again to save the lives of others. Vincent and those like him are bound in a centuries-old war against a group of evil revenants who exist only to murder and betray. Kate soon realizes that if she follows her heart, she may never be safe again.",,Hardcover,9.78E+12,341,3.99,50844,4408,Die for Me,Young Adult|Fantasy|Paranormal|Fantasy|Romance,https://images.gr-assets.com/books/1358427893l/9462812.jpg,341
1238,Hermann Hesse|Ursule Molinaro,"Narcissus and Goldmund tells the story of two medieval men whose characters are diametrically opposite: Narcissus, an ascetic monk firm in his religious commitment, and Goldmund, a romantic youth hungry for knowledge and worldly experience. First published in 1930, the novel remains a moving and pointed exploration of the conflict between the life of the spirit and the life of the flesh. It is a theme that transcends all time.",,Paperback,9.78E+12,320,4.2,36929,1565,Narcissus and Goldmund,Fiction|Classics|European Literature|German Literature|Philosophy|Literature,https://images.gr-assets.com/books/1374680750l/5954.jpg,320
1239,Flann O'Brien|Héctor Arnau Salvador,"The Third Policeman is Flann O'Brien's brilliantly dark comic novel about the nature of time, death, and existence. Told by a narrator who has committed a botched robbery and brutal murder, the novel follows him and his adventures in a two-dimensional police station where, through the theories of the scientist/philosopher de Selby, he is introduced to ""Atomic Theory"" and its relation to bicycles, the existence of eternity (which turns out to be just down the road), and de Selby's view that the earth is not round but ""sausage-shaped."" With the help of his newly found soul named ""Joe,"" he grapples with the riddles and contradictions that three eccentric policeman present to him.The last of O'Brien's novels to be published, The Third Policeman joins O'Brien's other fiction (At Swim-Two-Birds, The Poor Mouth, The Hard Life, The Best of Myles, The Dalkey Archive) to ensure his place, along with James Joyce and Samuel Beckett, as one of Ireland's great comic geniuses.",,Paperback,9.78E+12,200,4.02,13889,1456,The Third Policeman,Fiction|European Literature|Irish Literature|Fantasy|Cultural|Ireland|Classics|Humor|Novels|Literature|Mystery|Literature|20th Century,https://images.gr-assets.com/books/1343027425l/27208.jpg,200
1240,John Jakes,"Part history, part novel, this book chronicles two great American dynasties over three generations. Though brought together in a friendship that neither jealousy nor violence could shatter, the Hazards and the Mains are torn apart by the storm of events that has divided the nation.",,Paperback,9.78E+12,812,4.2,52446,771,North and South,Historical|Historical Fiction|Fiction|Historical|Military History|Civil War|War,https://images.gr-assets.com/books/1390174619l/159178.jpg,812
1241,Dave Pelzer,"Dave Pelzer's remarkable journey from a child who lived in terror of his unstable, violently unpredictable mother's every move, to his emergence as an inspiration the world over is a remarkable tale of survival and the triumph of the human spirit over adversity.Dave Pelzer's three volumes of memoirs - A Child Called 'It', The Lost Boy and A Man Named Dave - brought this story of courage and triumph against all odds to the world, becoming global bestsellers.My Story brings these volumes together, following Dave from a childhood spent in fear, his tempestuous teenage years haunted by the spectre of his mother, through to his adulthood, and his great achievement of not only understanding and reconciling the story of his own life, but his dedication to helping others overcome similar adversity.It is a remarkable story of courage and survival, already embraced by millions and destined to inspire millions more.",,Paperback,9.78E+12,437,4.19,9740,610,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",Nonfiction|Biography|Autobiography|Memoir|True Story,https://images.gr-assets.com/books/1408928892l/822989.jpg,437
1242,Alfred Lansing,"This is a new reading of the thrilling account of one of the most astonishing feats of exploration and human courage ever recorded.In August of 1914, the British ship Endurance set sail for the South Atlantic. In October 1915, still half a continent away from its intended base, the ship was trapped, then crushed in the ice. For five months, Sir Ernest Shackleton and his men, drifting on ice packs, were castaways in one of the most savage regions of the world.Lansing describes how the men survived a 1,000-mile voyage in an open boat across the stormiest ocean on the globe and an overland trek through forbidding glaciers and mountains. The book recounts a harrowing adventure, but ultimately it is the nobility of these men and their indefatigable will that shines through.",,Hardcover,9.78E+12,282,4.38,63512,4271,Endurance: Shackleton's Incredible Voyage,Nonfiction|History|Adventure|Biography|Travel,https://images.gr-assets.com/books/1391329559l/139069.jpg,282
1243,Steve Snyder,"
Belgium ... February 8, 1944 ... Shot Down and Alive
For the first time, the full and complete story of the B-17 Flying Fortress Susan Ruth is shared in unbelievable detail. Author Steve Snyder’s story of his father, Lieutenant Howard Snyder, and the Susan Ruth crew, provides in-depth details about many aspects of World War II few understand or know about including the:• separation for young families as men went off to war;• training before heading to foreign soil;• military combat operations;• underground and resistance and what Lt. Snyder did when he joined it;• German atrocities toward captured crew and civilians;• behind-the-scenes stories of the Belgium civilians who risked all to save American flyers who were in the air one moment, spiraling down in flames the next;• creation and dedication of the monument to the Susan Ruth and its crew located in Macquenoise, Belgium in 1989.Shot Down was created from the vast number of letters and journals of Howard Snyder; diaries of men and women on the ground who rescued, sheltered and hid the crew; and interviews conducted by historians. Centered around the 306th Bomb Group in Thurleigh, England, it is informative, insightful and captivating.For most, 70 years is a long time ago. World War II fades in importance as each year goes by. Shot Down moves history out of the footnotes into reality, keeping the stories of real people alive as they experience being shot down. You are there, almost holding your breath as Lt. Snyder gets his crew out of his B-17 when bailing out over Nazi occupied Europe.",,Hardcover,9.78E+12,376,4.36,1050,53,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,War|Military Fiction|Aviation|Adult|Biography|History|Nonfiction|Adventure|War,https://images.gr-assets.com/books/1416874318l/22881898.jpg,376
1244,C.J. Roberts,"Caleb is a man with a singular interest in revenge. Kidnapped as a young boy and sold into slavery by a power-hungry mobster, he has thought of nothing but vengeance. For twelve years he has immersed himself in the world of pleasure slaves searching for the one man he holds ultimately responsible. Finally, the architect of his suffering has emerged with a new identity, but not a new nature. If Caleb is to get close enough to strike, he must become the very thing he abhors and kidnap a beautiful girl to train her to be all that he once was.Eighteen-year-old Olivia Ruiz has just woken up in a strange place. Blindfolded and bound, there is only a calm male voice to welcome her. His name is Caleb, though he demands to be called Master. Olivia is young, beautiful, naïve and willful to a fault. She has a dark sensuality that cannot be hidden or denied, though she tries to accomplish both. Although she is frightened by the strong, sadistic, and arrogant man who holds her prisoner, what keeps Olivia awake in the dark is her unwelcome attraction to him.WARNING: This book contains very disturbing situations, dubious consent, strong language, and graphic violence.",,Nook,,276,3.99,62988,5759,Captive in the Dark,Dark|Adult Fiction|Erotica|Romance|Erotica|Bdsm|Adult,https://images.gr-assets.com/books/1315343569l/12513614.jpg,276
1245,Laini Taylor,"Once upon a time, an angel and a devil fell in love and dared to imagine a world free of bloodshed and war.This is not that world.Art student and monster's apprentice Karou finally has the answers she has always sought. She knows who she is—and what she is. But with this knowledge comes another truth she would give anything to undo: She loved the enemy and he betrayed her, and a world suffered for it.In this stunning sequel to the highly acclaimed Daughter of Smoke & Bone, Karou must decide how far she'll go to avenge her people. Filled with heartbreak and beauty, secrets and impossible choices, Days of Blood & Starlight finds Karou and Akiva on opposing sides as an age-old war stirs back to life.While Karou and her allies build a monstrous army in a land of dust and starlight, Akiva wages a different sort of battle: a battle for redemption. For hope.But can any hope be salvaged from the ashes of their broken dream?",,Hardcover,9.78E+12,517,4.19,117100,11974,Days of Blood & Starlight,Fantasy|Young Adult|Romance|Fantasy|Paranormal|Paranormal|Angels,https://images.gr-assets.com/books/1461353798l/12812550.jpg,517
1246,Nick Hornby,"'How cool was Will Freeman?'Too cool! At thirty-six, he's as hip as a teenager. He's single, child-free, goes to the right clubs and knows which trainers to wear. He's also found a great way to score with women: attend single parents' groups full of available (and grateful) mothers, all hoping to meet a Nice Guy.Which is how Will meets Marcus, the oldest twelve-year-old on the planet. Marcus is a bit strange: he listens to Joni Mitchell and Mozart, looks after his mum and has never owned a pair of trainers. But Marcus latches on to Will - and won't let go. Can Will teach Marcus how to grow up cool? And can Marcus help Will just to grow up?",,Mass Market Paperback,9.78E+12,307,3.79,116559,2969,About a Boy,Fiction|Contemporary|Humor,https://images.gr-assets.com/books/1382004144l/4271.jpg,307
1247,Simon Okill,"The Northern California town of Big Beaver has become a haven for Bigfoot, alien sightings and is home to The Phantom Bigfoot Bather. One particularly weird Beaverite, Duane, has kept the Bigfoot a secret, but to his utter dismay, a female Bigfoot abducts a teenager. Duane must use all his guile to stop his secret from getting out, especially now that MB, his close friend and crypto-zoologist, is on the trail, along with Sheriff Lou and the FBI. Can Duane keep his Bigfoot friends a secret? And what does MB discover deep in the forest?",first print,Kindle Edition,,286,3.98,143,33,Nobody Loves a Bigfoot Like a Bigfoot Babe,Fantasy|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Romance|Paranormal Romance|Abandoned,https://images.gr-assets.com/books/1355737976l/16843726.jpg,286
1248,Jonathan Franzen,"Patty and Walter Berglund were the new pioneers of old St. Paul—the gentrifiers, the hands-on parents, the avant-garde of the Whole Foods generation. Patty was the ideal sort of neighbor, who could tell you where to recycle your batteries and how to get the local cops to actually do their job. She was an enviably perfect mother and the wife of Walter's dreams. Together with Walter—environmental lawyer, commuter cyclist, total family man—she was doing her small part to build a better world.But now, in the new millennium, the Berglunds have become a mystery. Why has their teenage son moved in with the aggressively Republican family next door? Why has Walter taken a job working with Big Coal? What exactly is Richard Katz—outré rocker and Walter's college best friend and rival—still doing in the picture? Most of all, what has happened to Patty? Why has the bright star of Barrier Street become ""a very different kind of neighbor,"" an implacable Fury coming unhinged before the street's attentive eyes?In his first novel since The Corrections, Jonathan Franzen has given us an epic of contemporary love and marriage. Freedom comically and tragically captures the temptations and burdens of liberty: the thrills of teenage lust, the shaken compromises of middle age, the wages of suburban sprawl, the heavy weight of empire. In charting the mistakes and joys of Freedom's characters as they struggle to learn how to live in an ever more confusing world, Franzen has produced an indelible and deeply moving portrait of our time.",,Hardcover,9.78E+12,562,3.74,139090,13309,Freedom,Fiction|Contemporary|Novels,https://images.gr-assets.com/books/1316729686l/7905092.jpg,562
1249,Richelle Mead,"Sydney Sage is an Alchemist, one of a group of humans who dabble in magic and serve to bridge the wolds of humans and vampires. They protect vampire secrets - and human lives. In The Indigo Spell, Sydney was torn between the Alchemist way of life and what her heart and gut were telling her to do. And in one breathtaking moment that Richelle Mead fans will never forget, she made a decision that shocked even her... But the struggle isn't over for Sydney. As she navigates the aftermath of her life-changing decision, she still finds herself pulled in too many directions at once. Her sister Zoe has arrived, and while Sydney longs to grow closer to her, there's still so much she must keep secret. Working with Marcus has changed the way she views the Alchemists, and Sydney must tread a careful path as she harnesses her profound magical ability to undermine the way of life she was raised to defend. Consumed by passion and vengeance, Sydney struggles to keep her secret life under wraps as the threat of exposure — and re-education — looms larger than ever. Pulses will race throughout this smoldering fourth installment in the New York Times bestselling Bloodlines series, where no secret is safe.",,Hardcover,9.78E+12,420,4.38,59354,5105,The Fiery Heart,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance,https://images.gr-assets.com/books/1383243238l/9833184.jpg,420
1250,Karen  Prince,"Alternate cover edition for ASIN B009H28446. Trouble is brewing in Karibu and Gogo Maya and her leopard are about to make matters worse. Their risky ‘switching’ trick has jettisoned them right out of the secret realm, sucking a teenager from the ordinary world into the mess they left behind them.Ethan Flynn is pretty useless in the African bush but at least he knows how to do CPR . . . and that’s when he finds out you shouldn’t do it on a witch. The one he just rescued from drowning says she switched places with his cousin and now Ethan has sucked up all her magical powers, leaving her too weak to switch back again. It must be true. Joe has vanished into thin air, Ethan’s feeling all unhinged, and the old woman’s leopard is communicating its thoughts straight into his head. . . . alarming thoughts about teaming up with fearsome characters and traveling into dark places; disturbing thoughts about Joe in terrible danger unless Ethan learns to use the magic in time to rescue him.That’s if Ethan himself can survive . . .",,Kindle Edition,,276,4.17,476,73,Switch! The Lost Kingdoms of Karibu,Fantasy|Young Adult|Humor|Adventure|Childrens|Middle Grade|Fantasy|Magic|Fantasy|Mythology,https://images.gr-assets.com/books/1376565640l/18333130.jpg,276
